Permit_Number,Owner_Name,Operating_Name,Street,City,State,Prem_Zip,Prem_County,Industry_Type,New_Permit_Flag
AZ-I-15075,HENSLEY & COMPANY,JAMES W IMPORTS,2555 N NEVADA ST,CHANDLER,AZ,85225,MARICOPA,Importer (Alcohol),0
AZ-I-15076,HENSLEY & COMPANY,JAMES W IMPORTS,4201 N 45TH AVE,PHOENIX,AZ,85031,MARICOPA,Importer (Alcohol),0
AZ-I-15077,HENSLEY & COMPANY,JAMES W IMPORTS,10201 E VALLEY RD,PRESCOTT VALLEY,AZ,86314,YAVAPAI,Importer (Alcohol),0
AZ-I-15079,"UA IMPORTS, INC.",,2234 S MCCLINTOCK DR,TEMPE,AZ,85282,MARICOPA,Importer (Alcohol),0
AZ-I-15081,"L & L CHUY DISTRIBUTING, L.L.C.",,565 E Z ST STE C-3,PRESCOTT,AZ,86301,YAVAPAI,Importer (Alcohol),0
AZ-I-15085,EVIL MOON SPIRITS LLC,,15955 N DIAL BLVD STE 3,SCOTTSDALE,AZ,85260,MARICOPA,Importer (Alcohol),0
AZ-I-15086,"ALLIANCE BEVERAGE DISTRIBUTING CO., LLC",,3535 E COLUMBIA ST,TUCSON,AZ,85714,PIMA,Importer (Alcohol),0
AZ-I-15088,"UETA OF ARIZONA, INC.",,421 N MARIPOS HWY,NOGALES,AZ,85621,SANTA CRUZ,Importer (Alcohol),0
AZ-I-15089,"SABACA BEVERAGE GROUP - ARIZONA, INC.",,3143 W LEWIS AVE,PHOENIX,AZ,85009,MARICOPA,Importer (Alcohol),0
AZ-I-15090,"PASOFINO WINES AND SPIRITS, LLC",,1733 E MCKELLIPS RD 106,TEMPE,AZ,85281,MARICOPA,Importer (Alcohol),0
AZ-I-15091,"ESPIRITUS, LLC",,36600 N PIMA RD 208B,CAREFREE,AZ,85377,MARICOPA,Importer (Alcohol),0
AZ-I-15093,"PAGE SPRINGS CELLARS, INC.",PAGE SPRINGS CELLARS,1500 N PAGE SPRINGS RD,CORNVILLE,AZ,86325,YAVAPAI,Importer (Alcohol),0
AZ-I-15095,"PRASA, INC",,9151 W MONROE ST,TOLLESON,AZ,85353,MARICOPA,Importer (Alcohol),0
AZ-I-15096,"TAPPA IMPORT-EXPORT, L.L.C.",TAPPA IMPORT-EXPORT,5218 E ARROYO RD,PARADISE VALLEY,AZ,85253,MARICOPA,Importer (Alcohol),0
AZ-I-15097,"DEL BRAVO IMPORTS, INC.",DEL BRAVO IMPORTS,2102 N FORBES BLVD,TUCSON,AZ,85745,PIMA,Importer (Alcohol),0
AZ-I-15099,"TRES CENZONTLES IMPORTS, LLC",,1155 N GRANITE ST,GILBERT,AZ,85234,MARICOPA,Importer (Alcohol),0
AZ-I-15100,NATIVE SPIRITS LIMITED LLC,,7735 E GELDING DR SUITE 2,SCOTTSDALE,AZ,85260,MARICOPA,Importer (Alcohol),0
AZ-I-15101,"THE BONITA SPIRITS COMPANY, LLC",,4809 E THISTLE LANDING DR STE 100,PHOENIX,AZ,85044,MARICOPA,Importer (Alcohol),0
AZ-I-15102,"SARACENI USA, LLC",,13073 N 98TH PL,SCOTTSDALE,AZ,85260,MARICOPA,Importer (Alcohol),0
AZ-I-15103,SAPIENZA IMPORT INC.,,1933 E WILLETTA ST,PHOENIX,AZ,85006,MARICOPA,Importer (Alcohol),0
AZ-I-15104,"SUNSET WINE & SPIRITS DISTRIBUTING COMPANY, LLC",THE SPANISH WINE CENTER OF AMERICA,7741 E GRAY RD,SCOTTSDALE,AZ,85260,MARICOPA,Importer (Alcohol),0
AZ-I-15105,"NIELSEN SPIRITS, INC.",,2740 E FRIESS DR,PHOENIX,AZ,85032,MARICOPA,Importer (Alcohol),0
AZ-I-15106,DIAMONDBACK WINE & SPIRITS LLC,,2440 W LINCOLN AVE STE 170,PHOENIX,AZ,85009,MARICOPA,Importer (Alcohol),0
AZ-I-15107,"THREE RING PRODUCTIONS, LLC",CIRCO VINO,222 N COURT AVE,TUCSON,AZ,85701,PIMA,Importer (Alcohol),0
AZ-I-15108,BELLA LUNA BEVERAGES LLC,,4850 E SPEEDWAY,TUCSON,AZ,85712,PIMA,Importer (Alcohol),0
AZ-I-15109,"UETA OF ARIZONA, INC.",,70 N FREEPORT DR #W8B,NOGALES,AZ,85621,SANTA CRUZ,Importer (Alcohol),0
AZ-I-15110,"UETA OF ARIZONA, INC.",,50 N TERRACE AVE,NOGALES,AZ,85621,SANTA CRUZ,Importer (Alcohol),0
AZ-I-15111,"UETA OF ARIZONA, INC.",,53 GRAND AVE,NOGALES,AZ,85621,SANTA CRUZ,Importer (Alcohol),0
AZ-I-15112,D'LIZZ LLC,,1030 W FAIRWAY DR,NOGALES,AZ,85621,SANTA CRUZ,Importer (Alcohol),0
AZ-I-15113,"PACIFIC EDGE WINE AND SPIRITS OF ARIZONA, INC.",PACIFIC EDGE WINE & SPIRITS OF ARIZONA,1302 W 23RD ST STE 101,TEMPE,AZ,85282,MARICOPA,Importer (Alcohol),0
AZ-I-15115,"TADEUS WINE AND SPIRITS, INC.",,860 E 16TH ST,TUCSON,AZ,85719,PIMA,Importer (Alcohol),0
AZ-I-15117,AMORE INTERNATIONAL IMPORTS LLC,,3647 E LOUISE DR,PHOENIX,AZ,85050,MARICOPA,Importer (Alcohol),0
AZ-I-15118,"SOUTHERN GLAZER'S WINE AND SPIRITS, LLC",SOUTHERN GLAZER'S OF AZ,2375 S 45TH AVE,PHOENIX,AZ,85043,MARICOPA,Importer (Alcohol),0
AZ-I-15119,"SOUTHERN GLAZER'S WINE AND SPIRITS, LLC",SOUTHERN GLAZER'S OF AZ,6000 S COUNTRY CLUB RD SUITE 100,TUCSON,AZ,85706,PIMA,Importer (Alcohol),0
AZ-I-15120,"SOUTHERN GLAZER'S WINE AND SPIRITS, LLC",SOUTHERN GLAZER'S OF AZ,2115 N SCOTTSDALE RD STE 105,SCOTTSDALE,AZ,85257,MARICOPA,Importer (Alcohol),0
AZ-I-15121,"PLEASANT VALLEY FARMS, LLC",BRUZZI VINEYARD,47209 N HWY 288,YOUNG,AZ,85554,GILA,Importer (Alcohol),0
AZ-I-20000,TERRY M MOORHEAD,TNA Wine,4559 E QUAIL TRACK DR,CAVE CREEK,AZ,85331,MARICOPA,Importer (Alcohol),0
AZ-I-21001,QRJ SPIRITS LLC,QRJ SPIRITS,1042 N HIGLEY RD STE 431,MESA,AZ,85205,MARICOPA,Importer (Alcohol),0
AZ-I-21002,"SALUD SPIRITS, INC.",,1628 E SOUTHERN AVE STE 9 STE #226,TEMPE,AZ,85282,MARICOPA,Importer (Alcohol),0
AZ-I-21003,CORDON DISTRIBUTORS L.L.C.,,6260 N TRAVEL CENTER DR STE K-3,MARANA,AZ,85741,PIMA,Importer (Alcohol),0
AZ-I-21004,"DIRTY IMPORTS, LLC",,1300 S PRICE RD,CHANDLER,AZ,85286,MARICOPA,Importer (Alcohol),0
AZ-I-21005,IL VOLO IMPORTS LLC,Il Volo Imports,16033 N 77 ST N STE 2/A,SCOTTSDALE,AZ,85260,,Importer (Alcohol),0
AZ-I-21006,"INCA TRAIL TRADING COMPANY, LLC",,17470 N PACESETTES WAY,SCOTTSDALE,AZ,85255,,Importer (Alcohol),0
AZ-I-21007,"TEQUILERA OCHO MESAS, LLC",,8700 E VISTA BONITA DR UNIT 260,SCOTTSDALE,AZ,85255,,Importer (Alcohol),0
AZ-I-21008,MARIA A. MAULDIN,Jova's Distribution Center,7264 E LOMITA AVE,MESA,AZ,85209,MARICOPA,Importer (Alcohol),0
AZ-I-21009,"LOS OSUNA TEQUILA DISTRIBUTING, LLC",,4705 E CAREFREE HWY UNIT 129,PHOENIX,AZ,85331,MARICOPA,Importer (Alcohol),0
AZ-I-21010,LIVORNO IMPORTS LLC,Distinctive Italian Wines,16099 N 82ND ST STE B-7,SCOTTSDALE,AZ,85260,MARICOPA,Importer (Alcohol),0
AZ-I-21011,TWO ANGE'S WINE L.L.C.,two Ange's wine,2728 E CONCHO AVE,MESA,AZ,85204,,Importer (Alcohol),0
AZ-I-21012,ARMANDO JOSE MILHEIRO,ASM IMPORTS,5007 W GARY WAY,LAVEEN,AZ,85339,,Importer (Alcohol),0
AZ-I-21013,BLISS IMPORTS LIMITED LIABILITY COMPANY,Bliss Imports,2231 E SPEEDWAY BLVD,TUCSON,AZ,85719,PIMA,Importer (Alcohol),0
AZ-I-21014,HAMMOND GLOBAL SERVICES INC.,,25198 W CLANTON AVE,BUCKEYE,AZ,85326,MARICOPA,Importer (Alcohol),0
AZ-I-21016,"MASTER BRANDS DISTRIBUTORS, LLC",Master Brands,2338 W ROYAL PALM RD,PHOENIX,AZ,85021,MARICOPA,Importer (Alcohol),0
AZ-I-21018,TEAZ PRODUCTIONS LLC,,3219 E CAMELBACK RD STE 486,PHOENIX,AZ,85018,,Importer (Alcohol),0
AZ-I-21019,"ROWLAND & CO. IMPORTERS, LTD.",,10456 N 74TH ST STE 3009,SCOTTSDALE,AZ,85258,MARICOPA,Importer (Alcohol),0
AZ-I-21020,"KODIAK VENTURES, L.L.C.",Kodiak Ventures,729 W SAND RAKE DR,ORO VALLEY,AZ,85755,PIMA,Importer (Alcohol),0
AZ-I-21021,"FPR DISTRIBUTING CO., INC.",FPR Distributing Co.,5302 W BUCKEYE RD STE 103,PHOENIX,AZ,85043,MARICOPA,Importer (Alcohol),0
AZ-I-21022,"YOUNG'S MARKET COMPANY OF ARIZONA, LLC",Young's Market Company,624 N 44TH AVE,PHOENIX,AZ,85043,,Importer (Alcohol),0
AZ-I-21023,B-17 UNIVERSAL LIMITED,,4625 N 45TH ST,PHOENIX,AZ,85031,,Importer (Alcohol),0
AZ-I-21024,"220 IMPORTS, LLC",,3792 E COVEY LN,PHOENIX,AZ,85050,,Importer (Alcohol),0
AZ-I-21025,PURE PERU LLC,,1920 E 3RD ST STE 5,TEMPE,AZ,85281,MARICOPA,Importer (Alcohol),0
AZ-I-21026,AMOL INC,,415 S MAY AVE,YUMA,AZ,85364,,Importer (Alcohol),0
AZ-I-21027,GOOD TIME PRODUCTS LLC,,1302 W 23RD ST UNIT 114,TEMPE,AZ,85281,,Importer (Alcohol),0
AZ-I-21028,"CUYO IMPORTS, LLC",,10371 N ORACLE RD STE 106,ORO VALLEY,AZ,85737,,Importer (Alcohol),0
AZ-I-21029,"TICO IMPORT, LLC",,6920 W TONTO DR,GLENDALE,AZ,85308,MARICOPA,Importer (Alcohol),0
AZ-I-21030,"BAHA IMPORTS, LLC",,114 N SAN FRANCISCO ST STE 207,FLAGSTAFF,AZ,86001,,Importer (Alcohol),0
AZ-I-21032,HALL OF FAME SPIRITS LLC,Hall Of Fame Spirits,31440 N 44TH ST,CAVE CREEK,AZ,85331,,Importer (Alcohol),0
AZ-I-21033,"THE ARMANETTI GROUP, LLC",The Armanetti Group,11 E JONES AVE,PHOENIX,AZ,85040,MARICOPA,Importer (Alcohol),0
AZ-I-21034,"ARTHAWORKS, INC.",,7047 E GREENWAY PKWY STE 250,SCOTTSDALE,AZ,85254,,Importer (Alcohol),0
AZ-I-21035,CRIMAR HOLDINGS LTD.,CRIMAR INDUSTRIAL,7480 E RIO VERDE DR,TUCSON,AZ,85715,PIMA,Importer (Alcohol),0
AZ-I-21036,"CASAMIGOS SPIRITS COMPANY, LLC",,14605 N 73RD ST,SCOTTSDALE,AZ,85260,MARICOPA,Importer (Alcohol),0
AZ-I-21037,"PHOENIX SPIRITS, LLC",,7735 E GELDING DR STE 2B,SCOTTSDALE,AZ,85260,MARICOPA,Importer (Alcohol),0
AZ-I-21038,"YOUNG'S MARKET COMPANY OF ARIZONA, LLC",Young's Market Company,402 S 54TH PL,PHOENIX,AZ,85034,,Importer (Alcohol),0
AZ-I-21039,"ALLIANCE BEVERAGE DISTRIBUTING CO., LLC",Breakthru Beverage Arizona,5010 S. HECKETHORN RD,FLAGSTAFF,AZ,86001,,Importer (Alcohol),0
AZ-I-21040,"ALLIANCE BEVERAGE DISTRIBUTING CO., LLC",Breakthru Beverage Arizona,3535 EAST COLUMBIA ST,TUCSON,AZ,85714,,Importer (Alcohol),0
AZ-I-21041,"ALLIANCE BEVERAGE DISTRIBUTING CO., LLC",Breakthru Beverage Arizona,1115 NORTH 47TH AVE,PHOENIX,AZ,85043,,Importer (Alcohol),0
AZ-I-21042,DAVIA WINES LLC,DAVIA WINES,5134 N CENTRAL AVE STE 200,PHOENIX,AZ,85012,,Importer (Alcohol),0
AZ-I-21044,"JBR GLOBAL CONSULTANTS, INC",,1902 N 94TH PL,SCOTTSDALE,AZ,85255,MARICOPA,Importer (Alcohol),0
AZ-I-21045,"PADRES VENTURES, L.L.C.",Alta California Company,1270 N INDUSTRIAL PARK DR STE D,NOGALES,AZ,85621,SANTA CRUZ,Importer (Alcohol),0
AZ-I-21046,BRENDA HURTADO,Sonora Artisian Products,2261 N ESCUELA VW,NOGALES,AZ,85621,,Importer (Alcohol),0
AZ-I-21047,"SUGAR SKULL RUM WHOLESALE, LLC",,7730 E GREENWAY RD STE 100,SCOTTSDALE,AZ,85260,,Importer (Alcohol),0
AZ-I-21048,SELBY IMPORTS LLC,,1343 E AMBERWOOD,PHOENIX,AZ,85048,MARICOPA,Importer (Alcohol),0
AZ-I-21049,NORTHSTAR TRADING COMPANY,,2705 S ALMA SCHOOL RD STE 2,CHANDLER,AZ,85286,MARICOPA,Importer (Alcohol),0
AZ-I-21050,"STEM WINE COMPANY, LLC",,2750 S 18TH PL STE 150,PHOENIX,AZ,85034,MARICOPA,Importer (Alcohol),0
AZ-I-21051,WILD HARE IMPORTS LLC,,1533 E PIERCE ST,PHOENIX,AZ,85006,,Importer (Alcohol),0
AZ-I-21052,NORTHSTAR TRADING COMPANY,,8743 E PECOS RD STE 125,MESA,AZ,85212,,Importer (Alcohol),0
AZ-I-21053,"VINEMAN SELECTIONS, LLC",,5723 E DANBURY RD,SCOTTSDALE,AZ,85254,,Importer (Alcohol),0
AZ-I-21054,NATURALAR FRESH INC,,137 E BAFFERT DR,NOGALES,AZ,85621,SANTA CRUZ,Importer (Alcohol),0
AZ-I-21055,SCOTCHDALE LLC,Scotchdale,9332 N 95TH WAY STE B109,SCOTTSDALE,AZ,85258,MARICOPA,Importer (Alcohol),0
AZ-I-21056,JENIA COMPANY INCORPORATED,,1977 NEWBERRY DR,BULLHEAD CITY,AZ,86442,CA,Importer (Alcohol),0
AZ-I-21058,"NS2 GROUP, LLC",,4117 N 44TH ST UNIT 30,PHOENIX,AZ,85018,,Importer (Alcohol),0
AZ-I-21059,"LEGACY BEVERAGE, LLC",,2400 N WALGREENS BLVD UNIT 1,FLAGSTAFF,AZ,86004,COCONINO,Importer (Alcohol),0
AZ-I-21060,LUCAS MANUEL,Manuel Brothers Distribution,2440 W LINCOLN ST STE 170,PHOENIX,AZ,85009,,Importer (Alcohol),0
AZ-I-21061,HAROLD STEWART,,1757 N AVOCA,MESA,AZ,85207,,Importer (Alcohol),0
AZ-I-21062,"YOUNG'S MARKET COMPANY OF ARIZONA, LLC",Republic National Distributing Company of Arizona,2502 N DRAGOON ST STE 150,TUCSON,AZ,85745,,Importer (Alcohol),0
AZ-I-21063,BORDERLAND SPIRTIS LLC,Borderland Spirits,9816 CALLE LOMA LINDA,TUCSON,AZ,87537,,Importer (Alcohol),0
AZ-I-21064,VINEYARD SQUADRON WINES LLC,Vineyard Squadron Wines,5520 N 5TH LN,PHOENIX,AZ,85013,MARICOPA,Importer (Alcohol),0
AZ-I-21065,"BREWSKIS DISTRIBUTION, LLC",,431 N 47TH AVE,PHOENIX,AZ,85043,MARICOPA,Importer (Alcohol),0
AZ-I-21066,CERVEZAS DE MEXICO LLC,,431 N 47TH AVE N,PHOENIX,AZ,85043,,Importer (Alcohol),0
AZ-I-21067,"NO LIMIT BRANDS AND IMPORT SERVICES, LLC",,977 W 23RD ST,TEMPE,AZ,85282,MARICOPA,Importer (Alcohol),0
AZ-I-21068,750 IMPORTS LLC,,4455 S BURMA CT,GILBERT,AZ,85297,,Importer (Alcohol),0
AZ-I-21069,ARIZONA SPIRITS LLC,Arizona Distilling Co.,601 W UNIVERSITY DR,TEMPE,AZ,85281,MARICOPA,Importer (Alcohol),0
AZ-I-21070,J. FREV ENTERPRISES LLC,,11856 N 144TH WAY,SCOTTSDALE,AZ,85259,,Importer (Alcohol),0
AZ-I-21071,"RUDY, LLC",,7202 E CAVE CREEK RD STE A,CAREFREE,AZ,85377,MARICOPA,Importer (Alcohol),0
AZ-I-21073,CHINA LIQUOR SALES LLC,,7480 E RIO VERDE DR BLDG,TUCSON,AZ,85715,,Importer (Alcohol),0
AZ-I-21074,VIZCAINO GROUP LLC,Madcap Spirits,13001 N 12TH AVE,PHOENIX,AZ,85029,MARICOPA,Importer (Alcohol),0
AZ-I-21075,COMPA SPIRITS LLC,,502 N HAYDEN RD UNIT 874,SCOTTSDALE,AZ,85257,MARICOPA,Importer (Alcohol),0
AZ-I-21077,"BETARIAN, LLC",Beltran,6110 E SAN MATEO,TUCSON,AZ,85715,,Importer (Alcohol),0
AZ-I-21078,GOLDEN GLASS WINE LLC,Golden Glass Beverages,14645 N 90TH LN,PEORIA,AZ,85381,MARICOPA,Importer (Alcohol),0
AZ-I-21079,GOLDEN IMPERIAL PRODUCTS LLC,,3021 S 35TH ST STE 4B,PHOENIX,AZ,85034,,Importer (Alcohol),0
AZ-I-21080,ESTEBAN TERAN,Cheve Guys,1545 W SAN RICARDO BLVD,TUCSON,AZ,85713,PIMA,Importer (Alcohol),0
AZ-I-21081,"BANDIDA IMPORTS, LLC",,1 S CHURCH AVE STE 1200,TUCSON,AZ,85701,PIMA,Importer (Alcohol),0
AZ-I-21082,STRATEGIC HOME PRO'S LLC,Pure Pleasure Importers,1538 E MARYLAND AVE,PHOENIX,AZ,85014,MARICOPA,Importer (Alcohol),0
AZ-I-21083,SELECTION SAUVAGE LLC,Wesh Wines,625 S 27TH AVE STE 130B,PHOENIX,AZ,85009,MARICOPA,Importer (Alcohol),0
AZ-I-21084,"ARQUIPELAGO, LLC",Barbera Imports,2942 N 24TH ST STE 114,PHOENIX,AZ,85016,MARICOPA,Importer (Alcohol),0
AZ-I-21085,WORLDWIDE SUPPLY NETWORK LLC,,33488 N 55TH ST,CAVE CREEK,AZ,85331,,Importer (Alcohol),0
AZ-I-21086,HOUSE OF SPIRITS LLC,HOUSE OF SPIRITS,4844 W ELECTRA LN,GLENDALE,AZ,85310,MARICOPA,Importer (Alcohol),0
AZ-I-21087,"NORTHERN SPIRITS, LLC",,5394 E FRANCISCO LOOP,TUCSON,AZ,85712,PIMA,Importer (Alcohol),0
AZ-I-21088,"COLLABORATIVE SENSING SOLUTIONS, LLC",CSS Imports,3853 E LELAND ST,MESA,AZ,85215,MARICOPA,Importer (Alcohol),0
AZ-I-21090,"YAQUIANA INVESTMENTS, LLC",,370 S MAIN ST,YUMA,AZ,85364,,Importer (Alcohol),0
AZ-I-21091,"SRAN SPIRITS, LLC",,8301 E INDIANOLA AVE,SCOTTSDALE,AZ,85251,,Importer (Alcohol),0
AZ-I-21092,"ATG PRODUCTIONS, LLC",,15815 W ALMEDA CT,SURPRISE,AZ,85387,,Importer (Alcohol),0
AZ-I-21093,"BOLDEN BEVERAGE DISTRIBUTION, LLC",Bolden Beverage Distribution,7606 W PEORIA AVE UNIT 2063,PEORIA,AZ,85345,,Importer (Alcohol),0
AZ-I-21094,"SUNSET RIDE, LLC",Pony Express Company,15 IRON HORSE RANCH RD,ELGIN,AZ,85611,SANTA CRUZ,Importer (Alcohol),0
AZ-I-21095,DRINK VEKTOR LLC,Vektor Vodka,1620 N 82ND PL,SCOTTDALE,AZ,85257,MARICOPA,Importer (Alcohol),0
AZ-I-21096,"PURE LIFE SPIRITS, LLC",Highlands Bev Co,23910 N 19TH AVE STE 62,PHOENIX,AZ,85085,MARICOPA,Importer (Alcohol),0
AZ-I-21097,MARK ANTHONY BRANDS INC.,,9601 N REEMS RD,WADDELL,AZ,85355,MARICOPA,Importer (Alcohol),0
AZ-I-21098,CAVALLO AMERICA LLC,Cavallo America,11367 E DREYFUS AVE,SCOTTSDALE,AZ,85259,MARICOPA,Importer (Alcohol),0
AZ-I-21099,MARK ANTHONY BREWING INC.,,9601 N REEMS RD,WADDELL,AZ,85355,MARICOPA,Importer (Alcohol),0
AZ-I-21100,"ROYALTY IMPORTERS, LLC",,8447 E CAREFREE DR,CAREFREE,AZ,85377,MARICOPA,Importer (Alcohol),0
AZ-I-21101,ISHARA IMPORTS LLC,,15101 E ASPEN DR,FOUNTAIN HILLS,AZ,85268,MARICOPA,Importer (Alcohol),0
AZ-I-21102,DRINK VYDE LLC,,6860 E AMBER SUN DR,SCOTTSDALE,AZ,85266,MARICOPA,Importer (Alcohol),0
AZ-I-21103,ALL STAR SPIRITS LLC,ALL STAR SPIRITS,2710 W CHEERY LYNN RD,PHOENIX,AZ,85017,,Importer (Alcohol),0
AZ-I-21104,"BESOS MEZCAL, LLC",,7135 E CAMELBACK RD STE 230,SCOTTSDALE,AZ,85251,MARICOPA,Importer (Alcohol),0
AZ-I-21105,IBERIAN ARTESANA LLC,,4351 E BRYN MAWR RD,TUCSON,AZ,85711,PIMA,Importer (Alcohol),0
AZ-I-21106,TK & DRINKS DISTRIBUTION LLC,,7301 E ACOMA DR UNIT 3021,SCOTTSDALE,AZ,85260,MARICOPA,Importer (Alcohol),0
AZ-I-21108,TEQUILA CIEN RIFLES LLC,,3645 N 35TH AVE,PHOENIX,AZ,85017,MARICOPA,Importer (Alcohol),0
AZ-I-21113,MEZCAL CINCO FLORES LLC,Mezcal Cinco Flores,6645 S CENTRAL AVE BLDG 1,PHOENIX,AZ,85042,MARICOPA,Importer (Alcohol),0
AZ-I-21114,ABUNDANTIA PURVEYORS LLC,,11041 N 84TH ST,SCOTTSDALE,AZ,85260,,Importer (Alcohol),0
AZ-I-21115,SMALLS' BRANDS LLC,,3607 E COLUMBINE DR,PHOENIX,AZ,85032,MARICOPA,Importer (Alcohol),0
AZ-I-21116,EDGE BEVERAGE CONSULTING INC.,,"4400 N SCOTTSDALE RD. STE. 9, #705",SCOTTSDALE,AZ,85151,MARICOPA,Importer (Alcohol),0
AZ-I-21117,"THE NATURAL WINE CO, LLC",Natural Wine Co,2440 W LINCOLN ST STE 170,PHOENIX,AZ,85009,,Importer (Alcohol),0
AZ-I-21118,GOOD OMENS LLC,Marathon Wine Imports,625 S 27TH AVE STE 130B,PHOENIX,AZ,85009,MARICOPA,Importer (Alcohol),0
AZ-I-21119,NOSSA IMPORTS LLC,,2210 S 6TH ST STE #2210-6,TUCSON,AZ,85713,,Importer (Alcohol),0
AZ-I-21120,AMERICAN VINTAGE BEVERAGE INC.,,9601 N REEMS RD,WADDELL,AZ,85455,MARICOPA,Importer (Alcohol),0
AZ-I-21121,"GUERRA, LLC",,6540 CRYSTAL LN,PRESCOTT,AZ,86301,YAVAPAI,Importer (Alcohol),0
AZ-I-21122,TRANSWORLD BEVERAGE LLC,Transworld Beverage,3449 E EDGEMONT ST,TUCSON,AZ,85716,PIMA,Importer (Alcohol),0
AZ-I-21123,JAMES CASON DBA BLACK TIE IMPORTS,Black Tie Imports,450 W GOLD HILL RD,NOGALES,AZ,85621,SANTA CRUZ,Importer (Alcohol),0
AZ-I-21124,CHILI BEER BREWING CO LLC,,33150 S COLDWATER RD UNIT 3,BLACK CANYON CITY,AZ,85324,YAVAPAI,Importer (Alcohol),0
AZ-I-21125,QUINTON OLIVER,BML IMPORTS,7664 E TORREY POINTS CIR,MESA,AZ,85207,MARICOPA,Importer (Alcohol),0
AZ-I-21126,"CASACALIFAS, LLC",Casacalifas,2243 E PARKSIDE LN,PHOENIX,AZ,85024,,Importer (Alcohol),0
AZ-I-21127,"SONORAN INTERNATIONAL IMPORTS, LLC",Sonoran International Imports,2950 N 73RD ST UNIT A25,SCOTTSDALE,AZ,85251,MARICOPA,Importer (Alcohol),0
AZ-I-21128,"YOUNG'S MARKET COMPANY OF ARIZONA, LLC",Republic National Distributing Company of Arizona,320 S 91ST AVE,TOLLESON,AZ,85353,,Importer (Alcohol),0
AZ-I-21129,B17 LIMITED,,431 N 47TH ST,PHOENIX,AZ,85043,MARICOPA,Importer (Alcohol),0
AZ-I-21130,ROYAL UKAGA DESIGN GROUP LLC,,1629 N LAUREL AVE,PHOENIX,AZ,85007,MARICOPA,Importer (Alcohol),0
AZ-I-21131,JOSEPH DAVID TAYLOR,Simon Hazel Wine and Spirits,1 S CHURCH ST STE 1200,TUCSON,AZ,85701,PIMA,Importer (Alcohol),0
AZ-I-21132,SALUD INTERNATIONAL LLC,,6900 E PRINCESS DR CONDO 2190,PHOENIX,AZ,85054,MARICOPA,Importer (Alcohol),0
AZ-I-21133,BARREL TO BOTTLE DISTRIBUTION LLC,Barrel To Bottle Distribution,7360 E ACOMA DR STE 12,SCOTTSDALE,AZ,85260,MARICOPA,Importer (Alcohol),0
AZ-I-21134,CLAYWINES LLC,Claywines LLC,1974 W PENINSULA CIR,CHANDLER,AZ,85248,MARICOPA,Importer (Alcohol),0
AZ-I-21135,"ON THE ROXX, LLC",ROXX VODKA,2153 E JONES AVE,PHOENIX,AZ,85040,MARICOPA,Importer (Alcohol),0
AZ-I-21136,SIMON HAZEL LLC,Simon Hazel Wine & Spirits,1 S CHURCH AVE STE 1200,TUCSON,AZ,85701,,Importer (Alcohol),0
AZ-I-21137,"CATON IMPORTING, LLC",,14500 N NORTHSIGHT BLVD STE 101,SCOTTSDALE,AZ,85260,,Importer (Alcohol),0
AZ-I-21138,"ATSANI BRANDS, INC.",,1753 E BROADWAY RD STE 101-428,TEMPE,AZ,85282,,Importer (Alcohol),0
AZ-I-21139,"EVIL MOON SPIRITS INTERNATIONAL, LLC","Evil Moon Spirits International, LLC",9375 E SHEA BLVD STE 100,SCOTTSDALE,AZ,85260,,Importer (Alcohol),0
AZ-I-21140,TEQUILA CORRIDO LLC,,15035 N 73RD ST STE A,SCOTTSDALE,AZ,85260,MARICOPA,Importer (Alcohol),0
AZ-I-21141,"MAVERICK BEVERAGE COMPANY ARIZONA, LLC",,4250 E SUPERIOR AVE STE 200,PHOENIX,AZ,85040,,Importer (Alcohol),0
AZ-I-21142,EVELYN TOVAR,Evelyn Tovar,565 E SAVANNAH ST,VAIL,AZ,85641,PIMA,Importer (Alcohol),0
AZ-I-21143,PROTAGONIST SOLUTIONS GROUP LLC,Patrios Wine Group,9514 N 128TH WAY,SCOTTSDALE,AZ,85259,,Importer (Alcohol),0
AZ-I-21144,"AFORTUNADO GROUP, LLC",,8264 E ARROYO HONDO RD,SCOTTSDALE,AZ,85266,,Importer (Alcohol),0
AZ-I-21145,GLOBAL INDUSTRIAL SOLUTIONS LLC,,1451 N INDUSTRIAL PARK DR UNIT 1,NOGALES,AZ,85621,SANTA CRUZ,Importer (Alcohol),0
AZ-I-21146,"SAN TAN BREWING COMPANY, INC.",SanTan Spirits,495 E WARNER RD,CHANDLER,AZ,85225,MARICOPA,Importer (Alcohol),0
AZ-I-21147,WEST COAST BOOTLEGGERS INC.,NALA,3607 E COLUMBINE DR,PHOENIX,AZ,85032,,Importer (Alcohol),0
AZ-I-21148,6FOR12FOR24,Dos Bros,6923 E ORION DR,SCOTTSDALE,AZ,85257,,Importer (Alcohol),0
AZ-I-21149,"PRCI, INC.",,3623 CROSSINGS DR STE 307,PRESCOTT,AZ,86305,YAVAPAI,Importer (Alcohol),0
AZ-I-21150,ANCLA AGAVE LLC,Ancla Distilled Spirits,10425 N 25TH AVE UNIT 2326,PHOENIX,AZ,85021,MARICOPA,Importer (Alcohol),0
AZ-I-21151,"ALLIANCE BEVERAGE DISTRIBUTING CO., LLC",Breakthru Beverage Arizona,6360 S TUCSON BLVD STE 140,TUCSON,AZ,85706,PIMA,Importer (Alcohol),0
